Car Name,Special Hook,Description,Sold For,Bid Count,Comment Count,Price Category,Auto Biography
1971 Fiat 500 Giardiniera,"Original Giardiniera Karosserie mit großem Faltdach, Import aus Italien, Restauriert und aufbereitet, Sportauspuff, TÜV Neu","Der 3-türige Wagenaufbau der Giardiniera, zu Deutsch ""Gärtnerin"", setzt sich aus einer einzelnen Hecktür mit Seitenscharnieren und den hinten angeschlagenen, ""Selbstmördertüren"" zusammen. Die Giardiniera verfügt über ein Faltdach, welches sich fast der gesamten Fahrzeuglänge nach öffnen lässt. Das somit entstehende ""Halb-Cabrio"", sorgt für das ultimative Outdoor-Feeling. Eines der besonderen Merkmale dieses Fahrzeugs ist der Motor. Er befindet sich horizontal unter der hinteren Ladefläche, wodurch der Gepäckraum um einiges vergrößert wird. Mit ihrem charmanten Aussehen zaubert diese kleine Italienerin ihren Betrachtern immer ein Lächeln aufs Gesicht.
Die Fiat 500 Giardiniera kann in Köln besichtigt werden. ",verkauft für 16.000 €,9 Gebote,3 Kommentare,Einsteigerfreundlich,Das Fahrzeug weist keine schriftliche Historie auf. Es wurde vom Vorbesitzer aus Italien importiert. Fotos von den originalen italienischen Fahrzeugpapieren und sonstigen vorhandenen Dokumentationen sind in der Galerie angehängt. 
1971 Volkswagen Karmann Ghia 1600 Coupé (Typ 14),"Deutsche Erstauslieferung, Sonderlackierung ab Werk, größtenteils Erstlack, 22 Jahre in erster Hand, nachvollziehbare Historie, matching numbers, TÜV Neu","Neben dem Käfer und Bulli ist der Karmann Ghia kaum aus der Geschichte von Volkswagen wegzudenken. Die Karosseriebauer Karmann und das Designbüro Carrozzeria Ghia stellten dem VW-Konzern 1953 das geniale, wenn auch simple Konzept des Typ 14 vor: Man nehme ein Käfer-Fahrgestell und hüllt es in üppige Kurven und eine schnittige Form, welche unverkennbar die Handschrift der Italiener trägt. Handgefertigt durch den Karosseriebauer Karmann wurde der Typ 14 zu einem weltweiten Erfolg und verkaufte sich über 19 Jahre lang. Das hier angebotene Coupé ist mit dem 1,6 Liter Motor ausgestattet und wurde 1971 erstmals in Marburg zugelassen. Auf Wunsch des Erstbesitzers wurde der Volkswagen in einer seltenen Sonderlackierung namens Shantung Gelb lackiert, welche noch größtenteils im Erstlack erhalten ist. Der Karmann Ghia ist matching numbers und weist eine nachvollziehbare Historie auf.
Der Karmann Ghia kann in Halle 1, Stand 1K11 auf der Retro Classics Stuttgart besichtigt und Live ersteigert werden.",Mindestpreis nicht erreicht,12 Gebote,0 Kommentare,Alltagsklassiker,"Der Karmann Ghia wurde 1971 im heimischen Werk gefertigt. Anschließend erfolgte die Auslieferung nach Marburg, wo er im Juli 1971 erstmals zugelassen wurde. Nachfolgend wechselte das Coupé mehrfach den Besitzer, bevor es dann im Oktober 2019 in den Besitz des aktuellen Eigentümers kam und Teil einer Sammlung wurde. Seitdem wurde der Typ 14 regelmäßig mit Sammlerkennzeichen bewegt."
1974 Land Rover 109 mit Segeltuchhaube (Serie lll),"Auf Linksverkehr ausgelegter Rechtslenker, Import aus Großbritannien, restaurierter Originalzustand, Anhängerkupplung, TÜV Neu","Dieser 2-Türige Land Rover wurde 1974 erbaut und gehört mit der Serie lll, zu einem der letzten Modelle, die noch mit Teilzeit-Allradantrieb ausgestattet wurden. Da sich die Serie lll nur minimal von ihrem Vorgänger unterscheidet, der Serie lla, sind die meisten Teile dieser Modelle austauschbar. Allerdings wurde für diese Reihe ein neues Armaturenbrett aus Kunststoff gefertigt, welches nicht nur moderner aussah, sondern dem Fahrer auch eine bessere Sicht auf die Instrumente bot. Dieses Land Rover Modell bekam Spiegel an die Türen und in der Elektroabteilung wurde der alte Lucas-Generator durch eine Lichtmaschine ersetzt, die eine viel bessere elektrische Leistung und Zuverlässigkeit bietet. Die, in Serie lla eingeführte Motorhaube mit abgerundeter Vorderkante und einem aufgesetzten Reserverad, verleiht dem Land Rover nicht nur ein tolles Aussehen, sondern ist dabei auch noch praktisch. Vor knapp 1.000 Km wurde der Land Rover einer vollen Sanierung unterzogen. Seit der Übernahme in 2018, wurden durch den jetzigen Besitzer mehrere Teile ersetzt. Der Land Rover befindet sich in einem guten, fahrbereiten Zustand.
Der 1974er Land Rover 109 Series lll kann in Köln besichtigt werden. ",verkauft für 12.600 €,3 Gebote,0 Kommentare,Daily Driver,"Der 109er Land Rover wurde 1974 in Großbritannien gefertigt. Leider gibt es wenig Informationen über die vollständige Vergangenheit des Fahrzeugs. Beim Import nach Deutschland wurde allerdings durch den vorherigen Besitzer und KFZ-Meister eine komplette Zerlegung und Überholung durchgeführt. Dies geschah laut der Informationslage bei einem Kilometerstand von 95.838. Ein ehemaliges Eigentümerdokument aus England weist durch eine abweichende Motornummer darauf hin, dass ein Austausch des Motors stattgefunden haben muss. Seit dem der Land-Rover 2018 von seinem jetzigen Besitzer erworben wurde, sind vollständige Dokumente verfügbar."
"1973 Volkswagen T1 ""Samba"" Elektro Bulli","In Brasilien produziert, Umbau zum Elektrofahrzeug mit deutschem Motor und 2-jähriger Garantie, originalgetreue frame-off Restaurierung mit originalen Ersatzteilen, TÜV Neu","Dieser T1 kommt mit der Karosserie des begehrten ""Samba"" Modells. Wie für diese Baureihe typisch, ist er mit 23 Fenstern bestückt, wobei ein unvergleichliches ""Open-air Feeling"" beim Fahren erreicht wird. Was diesen Bulli zu etwas ganz Besonderem macht, ist die Umwandlung zum Elektrofahrzeug. Da diese Modelle original mit Benzinmotoren auf den Markt kamen, entsteht somit ein einzigartiger Seltenheitswert. Abgesehen von den Vorteilen eines geringeren Verschleiß, wie z.B. beim Getriebe oder der Lichtmaschine, ist dieser T1 somit auch ein absolutes Unikat unter den Elektrofahrzeugen. Eine umfangreiche frame-off Restaurierung mit deutschen Fahrzeugteilen rundet das Gesamtbild ab. Bei dieser Benefiz-Auktion für in Deutschland angekommene Geflüchtete aus der Ukraine, handelt es sich um eine Weltpremiere: Es ist die weltweit erste Versteigerung eines zum Elektroauto umgebauten Oldtimers. Der Käufer ersteht somit nicht nur ein Fahrzeug, welches Tradition und neueste Technik verkörpert, sondern ein einmaliges Sammlerobjekt. Der Elektro-T1 verfügt über einen neuen TÜV mit Zulassung für den deutschen Straßenverkehr. Eine virtuelle 360-Grad-Tour finden Sie hier: www.virtuelletour.at/elektrobulli
Dieser VW T1 Elektro-Samba kann in Halle 1, Stand 1K11 auf der Retro Classics Stuttgart besichtigt und Live ersteigert werden. ",Mindestpreis nicht erreicht,6 Gebote,0 Kommentare,Luxusfahrzeug,"Der Bulli wurde 1973 von der Tochtergesellschaft des Volkswagen-Konzerns, ""Volkswagen do Brasil Indústria de Veículos Automotores Ltda."", in Brasilien hergestellt. Sie ist die drittgrößte VW Vertretung nach Deutschland und China. Die Historie von diesem T1 Samba ist vor dem Import durch den jetzigen Besitzer nach Österreich in der zweiten Hälfte des Jahres 2021, leider nicht komplett nachvollziehbar. Im Zusammenhang mit einer Vollrestaurierung der Elektrik & Technik wurde der T1 dann nach Deutschland importiert und ist seit dem 16.03.2022 auf deutschen Straßen zulässig. "
1995 Jaguar XJS 4.0 Cabriolet (3. Serie),"Geringe Laufleistung von 37.461 Meilen, Historie, sehr gut erhaltener Originalzustand, umfangreicher Service, TÜV Neu","Für Jaguar stellt der XJS eine besondere Bedeutung dar. So wurde der Gran Tursimo nicht nur rund 21 Jahre lang in drei Serien gefertigt, sondern stellt auch gleichzeitig das bislang erfolgreichste Sportmodell für die Briten dar. Im September 1975 trat der XJS ein schweres Erbe an. Als Nachfolger des legendären E-Type, wurde eine sportliche Neukreation geschaffen, welche mit seinem avantgardistischen Design zunächst polarisierte. Jedoch konnte auch der XJS mittelfristig die Herzen von Jaguar-Enthusiasten gewinnen und erfreut sich jeher als Youngtimer einer immer wachsenden Beliebtheit. Bei dem hier angebotenen XJS handelt es sich um das begehrte „XJS-C"" und somit das Cabriolet der Baureihe. Der Roadster befindet sich in einem hervorragenden Erhaltungszustand und weist eine geringe Laufleistung mit neuem TÜV auf.
Das XJSC kann in der Motorworld Köln besichtigt werden. ",verkauft für 22.000 €,3 Gebote,0 Kommentare,Alltagsklassiker,"Der Jaguar wurde im April 1995 im heimischen Werk gefertigt. Anschließend erfolgte der Export in die USA mit darauffolgender Zulassung im Juli 1995. Bis etwa 2013 verblieb das XJSC in den USA, bis es dann nach Deutschland importiert wurde. In Deutschland angekommen, wurde der Jaguar in einem Autohaus eingelagert und im Laufe der Jahre dessen Fahrzeugpapiere verlegt. Seit Februar 2021 befindet sich der Jaguar im Besitz des aktuellen Eigentümers, welcher über ein Jahr daran arbeitete, eine Unbedenklichkeitsbestätigung für die Neuerstellung von Fahrzeugpapieren zu erhalten."
1998 BMW Z3 M Roadster 3.2 24V,"Deutsche Auslieferung, lückenlos Scheckheftgepflegt, originale 45.173 Km, Historie, makelloser Sammlerzustand, H&R Fahrwerkstieferlegung, Harman Kardon Soundsystem","Manch einem ist der Z3 noch aus James Bond „GoldenEye"" in guter Erinnerung. Kein Wunder, da BMW 1995 die 007-Neuerscheinung als Marketingauftakt für seinen neuen Roadster nutzte. Bei dem hier angebotenen Z3, handelt es sich um das ab 1997 angebotene Topmodell, welcher bis 2002 als Roadster insgesamt 15.322 gebaut wurde. Der 321 PS starke freisaugende Motor ist in 5,4 Sekunden auf 100 Km/h und erreicht eine Höchstgeschwindigkeit von 250 Km/h. Der hier angebotene Z3 M stammt aus einer BMW-Sammlung und wurde penibel gepflegt.
Der Z3 M Roadster kann in Fröndenberg (Ruhr) besichtigt werden. ",verkauft für 40.000 €,6 Gebote,0 Kommentare,Alltagsklassiker,"Der Z3 M wurde am 03.04.1998 im amerikanischen BMW-Werk fertiggestellt. Anschließend erfolgte die Auslieferung nach Ludwigshafen am Rhein, wo er am 22.05.1998 erstmals zugelassen wurde. Es folgte eine Ummeldung des gleichen Besitzers auf sich als Privatperson am 14.09.2004. Nachfolgend kaufte ein Privatmann in Burgwedel den Z3 M ab und ließ ihn am 12.07.2012 kurz auf sich zu. Seit dem 12.07.2013 ist der Z3 M Teil einer BMW-Sammlung und wurde stets gepflegt."
Kein Mindestpreis: 1980 Audi 100 GL 5E C2 (Typ 43),"Sensationeller rostfreier und ungeschweißter Originalzustand, nur 99.799 Km gelaufen, größtenteils Erstlack, Re-Import aus Nordschweden, mit Anhängerkupplung, Optional: TÜV und H Neu","Dieser Audi 100 GL 5E lässt Liebhaber der „Brot und Butter"" Fahrzeuge nicht schlecht staunen. Der allseits bekannte Satz „sowas gibt es überhaupt nicht mehr"", trifft hier absolut zu: Nicht nur ist der Audi ungeschweißt und größtenteils im Erstlack, er ist sogar rostfrei! Eine absolute Seltenheit, welche bei dieser Baureihe kaum noch existieren dürfte. Hinzu kommt noch die geringe Laufleistung von gerade einmal 99.799 Km, welche leider nicht dokumentiert sind, jedoch aber aufgrund des herausragenden Gesamtzustands als original angesehen werden können. Bei dieser Auktion ohne Mindestpreis bietet sich allen Interessenten die einmalige Chance diese Rarität ihr eigen nennen zu dürfen.
Der Audi 100 GL 5E kann in Bonn besichtigt werden. ",verkauft für 10.000 €,17 Gebote,2 Kommentare,Einsteigerfreundlich,"Der Audi 100 GL 5E wurde über den Vertragshändler „Audi Müllers"" 1980 bestellt und an einen Kunden verkauft, sodass er am 28.02.1980 erstmals für den schwedischen Straßenverkehr angemeldet wurde. Leider gibt es keinerlei schriftliche Nachweise über die weitere Historie des Fahrzeugs. Im Juli 2020 wurde der Audi dann durch den Verkäufer in Umea gekauft und anschließend nach Deutschland importiert."
"1938 Morgan 4/4 ""Le Mans"" 1. Serie","Sehr seltene frühe Serie, seltener Rennmotor, einer von 667 Exemplaren, vollständig restauriert, Motor in UK für über 20.000€ neu aufgebaut","Der 4/4 ist das bekannteste Modell aus dem Hause der britischen Morgan Motor Company. Seit seiner Vorstellung 1935 wird der 4/4, damals als 4-4 gekennzeichnet, immer noch gefertigt und hält damit den weltweiten Rekord des am längsten durchgängig gebauten Serienautomobils. „4/4"" steht dabei für vier Räder und vier Zylinder. Keine Selbstverständlichkeit, wenn man bedenkt, dass Morgan bis dato noch kein Fahrzeug auf vier Rädern gebaut hatte, da sie sich zunächst auf „Threewheeler"" spezialisierten. Der hier angebotene, sehr seltene, Morgan stammt aus den ersten Jahren der Erfolgsbaureihe und wurde zusätzlich mehrerer sportlichen Modifikationen unterzogen. Als Hommage an den Erfolg eines 4/4 beim 24-Stunden Rennen in Le Mans, konnten Kunden sich diese Sportversion auf Wunsch fertigen lassen. Der 4/4 kommt ursprünglich aus der Schweiz und wurde 2010 nach Deutschland importiert. Anschließend erfolgte eine umfangreiche Restauration des Fahrzeugs und eine Überholung des Motors in England für über 20.000€.
Der Morgan 4/4 kann in der Motorworld Köln besichtigt werden. ",Mindestpreis nicht erreicht,6 Gebote,1 Kommentare,Alltagsklassiker,"Der Morgan wurde 1938 im heimischen Werk gefertigt. Anschließend erfolgte der Export in die Schweiz, wo er zum Dezember 1938 erstmals zugelassen wurde. Danach gibt es leider keine genaue Dokumentation, bis der aktuelle Eigentümer das Fahrzeug 2010 aus der Schweiz erwarb und anschließend nach Deutschland importierte. Es folgten umfangreiche Restaurierungsarbeiten, bis im September 2011 der Morgan dann die deutsche Vollabnahme erhielt und fortan mit Sammlerkennzeichen bewegt wurde."
1960 Austin Healey 3000 MK1 Overdrive (BT7),"US-amerikanische Erstauslieferung, Roadster (2+2), Overdrive, Exemplar zum Ende der MK1-Baureihe, Bi-Color-Lackierung, fotodokumentierte Restaurierung, 24 Jahre in aktueller Sammlerhand, TÜV aktuell","Unbeachtet an diesem Austin-Healey 3000 vorbeizugehen ist fast unmöglich. In den stilvollen 60er Jahren, einer Glanzzeit im britischen Automobildesign, entstand dieser edle Sportwagen, der noch heute sein zeitgenössisches und rennsportliches Flair versprüht und ein absoluter Hingucker ist. Der 3000 MK1 gehört zu den sogenannten Big-Healeys und ist damals wie heute eine der beliebtesten Healey-Varianten. 1968 ging diese einzigartige Ära zu Ende und Sportwagenfans suchten lange nach einem würdigen Nachfolger. Die Bi-Color-Lackierung im Farbton Ice blue & Old english white hebt seine wunderschöne Formgebung nochmal besonders hervor. Es handelt sich bei diesem 3000 MK1 um ein ursprünglich für den amerikanischen Markt gefertigtes Modell und somit um einen Linkslenker. Ein weiteres Highlight ist die Ausstattung mit einem Overdrive-Getriebe, auch als sogenannter Schongang bezeichnet, bei dem durch ein zusätzliches Planetengetriebe die Motoreingangsdrehzahl gesenkt und eine kraftstoffsparende und leise Fahrt ermöglicht wird. Damals gegenüber den meist standartmäßigen Vierganggetrieben eine absolute Komfortverbesserung und gegen Aufpreis erhältlich. Außerdem besitzt dieser MK1 die damals typischen Steckseitenscheiben sowie ein Steckverdeck, es existieren außerdem ein aktueller TÜV, H-Kennzeichen und mehrere Gutachten zur Zustandsbewertung, jeweils mit der Gesamtnote 2, aus den Jahren 1998, 2015 und 2020.
Der Austin-Healey kann in Köln besichtigt werden. ",verkauft für 50.000 €,0 Gebote,0 Kommentare,Alltagsklassiker,"Dieser Austin-Healey 3000 MK1 wurde am 01.07.1960 erstmals für den Straßenverkehr zugelassen. 1997 erfolgte der Import nach Deutschland, der MK1 hat in Deutschland zwei Vorbesitzer, bevor ihn der aktuelle Besitzer im Jahr 1999 erwarb. Durch umfassende Wartungs- und Reparaturarbeiten, welche insbesondere ab 2008 durch umfangreiche Rechnungsbelege dokumentiert sind, befindet sich der MK1 in einem guten Zustand."
1989 Steyr Daimler Puch 280 GE,"Exzellenter Originalzustand mit Patina, Ungeschweißt, Umfangreiche Mehrausstattung, Notsitzbänke hinten, TÜV Neu","Hinter der Firma Steyr Daimler Puch verbirgt sich eine der bedeutendsten Kooperationen im Geländewagenbau. Bereits 1972 beschlossen die Daimler-Benz AG und der österreichische Hersteller Steyr Daimler Puch die gemeinsame Entwicklung eines neuen Geländewagens. Im Zuge dieser Zusammenarbeit konnte das erste Modell dieser neu eingeführten G-Klasse bereits 1979 vorgestellt werden. So verwundert es auch nicht, dass der Österreicher Arnold Schwarzenegger den ersten in den USA zugelassenen Puch G erhielt (und der G-Klasse bis heute noch treu bleibt). Bei dem hier angebotenen Modell handelt es sich um die sehr zuverlässige fünftürige Langversion mit hinzuschaltbarem Allradantrieb, mit welchem auch Jacky Ickx 1982 die Rallye Dakar gewann. Diese erste Serie der G-Klasse zeichnet sich auch durch eine vergleichsweise gute Ersatzteilversorgung und den Vorteil aus, dass diese Baureihe nahezu ohne jegliche Elektronik auskommt. Insbesondere der Zündverteiler und das Getriebe sind besonders robust und daher wenig fehleranfällig.
Der 280 GE kann in Rednitzhembach bei Nürnberg besichtigt werden.",verkauft für 40.000 €,37 Gebote,13 Kommentare,Alltagsklassiker,"Der Puch G wurde am 13.06.1989 im Grazer Werk ausgeliefert. Die G-Klasse wurde einige Jahre in Slowenien angemeldet, bevor sie durch den damaligen Besitzer zum Sommer 2016 mit nach Deutschland genommen wurde. Dieser meldete den Puch als erster Deutscher Halter an und pflegte den G bis zum Verkauf in 2020. Am 17.04.2020 erfolgte die Erneuerung des TÜV und Erteilung der H-Zulassung. Danach erfolgte der Verkauf an den aktuellen Eigentümer und offiziell zweiten Halter."
1986 Mercedes-Benz 560 SL (R 107),"Nachvollziehbare Historie, ungeschweißter Originalzustand, umfangreicher Service und Getrieberevision bei Mercedes, Aktueller TÜV","Kaum ein „Super Leicht"", oder besser bekannt unter dem Kürzel „SL"", ist so berühmt und als Mercedes-Ikone bekannt, wie die Baureihe R 107. Über 18 Jahre bauten die Sindelfinger den zeitlos eleganten Roadster, welcher aus der Feder des begnadeten Designers Friedrich Geiger stammte -- ebenso wie der 300 SL Flügeltürer und viele weitere Mercedes-Meilensteine. Der hier angebotene R 107 begeistert durch mehrere Faktoren: Es handelt sich um das Topmodell mit größten Motor und einer nahezu lückenlos nachvollziehbaren Historie, welches sich in einem hervorragenden Originalzustand befindet und erst kürzlich eine komplette Revision des Getriebes bei Mercedes-Benz erhalten hat. Die US-Stoßstangen wurden zur optischen „Europäisierung"" auf die des EU-Modells umgerüstet.
Der 560 SL kann in der Motorworld Köln besichtigt werden. ",Mindestpreis nicht erreicht,9 Gebote,0 Kommentare,Alltagsklassiker,"Der 560 SL wurde im Juli 1986 in Alabama erstmals zugelassen. Der Erstbesitzer fuhr das Fahrzeug bis 1993. Die weiteren Besitzerwechsel fanden bis 2019 allesamt ebenfalls in Alabama statt. Erst mit dem Kauf durch den aktuellen Eigentümer, wurde der SL Anfang 2020 nach Deutschland importiert."
"2013 Ford Mustang 3,7 V6 Cabrio","Lückenlose Historie, Lederausstattung, Navi, Soundsystem, Rückfahrkamera, 2014er Facelift, TÜV Neu","Kaum ein amerikanisches Modell ist so beliebt wie der Ford Mustang. Mit dem Mustang besteht seit 1964 eine Muscle Car Tradition, welche durch filmische Klassiker wie “Bullitt” oder “Nur noch 60 Sekunden” längst zu einer Pony-Ikone aufgestiegen ist. Bei dem hier angebotenen Modell handelt es sich um das im Vergleich zum Coupé seltenere Cabrio der 2. Generation des Mustang V. Der V6 leistet ganze 309 PS und überzeugt durch hohe Drehfreude bis zu 6.500 Touren und einem kräftigen Antritt. Somit ermöglicht dieses Cabrio den Spagat zwischen einem sommerlichen Cruiser und sportlich agilen Muscle Car bei moderatem Spritverbauch.
Der Mustang kann in Herrenberg nordwestlich von Tübingen besichtigt werden.",verkauft für 18.000 €,17 Gebote,17 Kommentare,Einsteigerfreundlich,"Das Mustang Cabrio wurde am 24.05.2013 im Ford Werk fertiggestellt und nachfolgend an den Vertragshändler ausgeliefert. Am 06.06.2013 wurde der Wagen erstmalig als Firmenfahrzeug in Orlando, Florida zugelassen. Nach Ablauf des Firmenleasings wurde der Wagen dann am 22.01.2015 an einen deutschen Händler verkauft. Dieser importierte den Mustang im März 2015 und ließ den Ford am 26.05.2015 auf seine Firma zu. Mit Kauf des Fahrzeugs durch den aktuellen Eigentümer wurde der Mustang dann am 03.03.2016 zugelassen."
2002 Porsche 996 Turbo Coupé,"Belgische Erstauslieferung, lückenlose Historie bei PZ, 2. Hand, Schalter, Bose Soundsystem, Porsche Exclusive Ausstattungen, Umfangreich erneuert","Die Baureihe 996 erfährt derzeit einen massiven Zuwachs an Beliebtheit. Hierzu zählt sicherlich auch der Youngtimer-Charackter des von 1997 bis 2005 gefertigten Porsche, welcher gleichzeitig auch der erste wassergekühlte 911er war. So wurde neben dieser einschneidenden Neuerung auch die Karosserie leicht modifiziert, um einen höheren Fahrkomfort zu gewährleisten. Insgesamt wurden 17.565 Porsche 996 Turbo Coupés für den weltweiten Markt gefertigt. Insbesondere gepflegte Exemplare bieten ein besonderes Wertsteigerungspotenzial, da der vom 911 GT1 abgeleitete legendäre Mezger Motor als nahezu unzerstörbar gilt und die einst mitunter kritisch beäugte Modellreihe ein gesuchter Klassiker geworden ist.
Der 996 Turbo kann in Tremelo nördlich von Löwen in Belgien besichtigt werden.",verkauft für 39.000 €,7 Gebote,7 Kommentare,Alltagsklassiker,"Der Porsche 996 Turbo wurde am 28.08.2002 durch das Brüsseler Porsche Zentrum D’leteren für einen Gesamtkaufpreis von 128.260,- € bestellt. Anschließend wurde der 996 Turbo am 27.09.2002 mit 44 Km Laufleistung an den Erstbesitzer in Brüssel ausgeliefert. Dieser führte regelmäßige Reparaturen und Services im Porsche Zentrum durch, bis er den Porsche am 20.01.2015 an den aktuellen Eigentümer verkaufte. Dieser pflegte den Turbo ebenfalls umfangreich und ließ alle Services bei Porsche durchführen."
1960 Volkswagen T1 Pritschenwagen Typ 265 Doppelkabine,"In Deutschland produziert, Seltenes Restaurationsobjekt im Fundzustand, Motor neu instand gesetzt","Bei diesem T1 handelt es sich um einen seltenen Typ 265, die sogenannte Doppelkabine mit Pritsche, kurz “DoKa”. Diese besondere Form des Pritschenwagens wurde erst ab 1959 angeboten und bat aufgrund der Doppelkabine Platz für weitere drei Sitzplätze im hinteren Kabinenabteil. Insbesondere wegen der erhöhten Praktikabilität duch das erweiterte Fahrerhaus, wurde der Typ 265 besonders als Nutzfahrzeug geschätzt und war bis in die 1970er Jahre nicht aus dem westdeutschen Straßenbild wegzudenken. Dieser T1 Pritschenwagen wurde am 09.12.1960 im Hannover VW-Werk fertiggestellt und zum 09.01.1961 nach Chile exportiert. Anfang 2021 erfolgte der Re-Import zurück nach Deutschland für eine anschließende Restaurierung. Hierbei wurde bereits der Motor vollständig überholt. Aufgrund wachsender beruflicher Verpflichtungen des Eigentümers wurde die Restaurierung jedoch unterbrochen, sodass dieses seltene Restaurationsprojekt nun zum Winter in neue Hände übergeben werden kann.
Der T1 kann in Kreuztal bei Siegen besichtigt werden.",verkauft für 14.000 €,15 Gebote,6 Kommentare,Restaurationsprojekt für Selbstbewusste,Der T1 Pritschenwagen Typ 265 Doppelkabine wurde am 09.12.1960 fertiggestellt und anschließend am 09.01.1961 nach Chile ausgeliefert. Anfang April 2021 wurde die “DoKa” reimportiert und befindet sich seit dem 10.04.2021 im Besitz des Verkäufers.
1965 Fiat 1500 Spider (Pininfarina),"Italienische Erstauslieferung, 2. Hand, nachvollziehbare Historie, Originalzustand mit Abarth-Auspuffanlage, umfangreicher Service, Aktueller TÜV","In den vergangenen Jahren hat sich der Fiat 1500 Spider einer immer größer werdenden Beliebtheit erfreut. Dies hängt vor allem damit zusammen, dass er optisch durch seine zeitlos elegante Karosserie aus dem Hause Pininfarina einen bodenständigen aber gleichzeitig auch hochwertigen Stil verkörpert, sowie mechanisch die Vorzüge von Großserienproduktionen bietet. So überzeugt der 1500 durch seine robuste Langlebigkeit und wenige Fehleranfälligkeiten bei geringem Pflegeaufwand. Anders als seine italienischen Schwestern, welche sich den liebevollen Titel der ""Diva"" aufgrund der vielen Technikprobleme erarbeitet haben, überzeugt der 1500 Spider mit Zuverlässigkeit und, im Falle einer Reparatur, auch mit einer verhältnismäßig guten und mehrheitlich preiswerten Ersatzteillage. Dieser 1500 überzeugt zusätzlich durch seine nachvollziehbare Historie und die neu durchgeführten umfangreichen Wartungsarbeiten. Eine nachgerüstete originale Abarth-Auspuffanlage sorgt zusätzlich bei jeder Ausfahrt für eine gute Unterhaltung.
Der 1500 Spider kann in München besichtigt werden.",Mindestpreis nicht erreicht,11 Gebote,4 Kommentare,Einsteigerfreundlich,"Der Fiat 1500 Spider wurde im Juli 1965 nach Sizilien an einen Angehörigen der US-Marine ausgeliefert. Als der Angehörige Anfang 1971 zurück in die USA versetzt wurde, nahm er den Spider mit und importierte ihn nach Maryland, USA. Hier verblieb das Fahrzeug bis zum November 2019 beim gleichen Eigentümer, bevor es durch den aktuellen Eigentümer gekauft und anschließend nach Deutschland importiert wurde. Seit der neuen HU im Februar 2020 wird der Spider mit 07er Sammlerkennzeichen bewegt."
Kein Mindestpreis: 2011 Erik Buell Racing 1190 RS Hero Race Track,"Limitierte Edition von insgesamt 100 Stück, Seriennummer 02 des Buell Racing Teams, Ausstellungsstück aus Fahrerlager, Deutsche Straßenzulassung","Erik Buell Racing, kurz EBR, ist die neue Firma des gleichnamigen Straßen- und Rennmotorradherstellers Erik Buell, welcher als “Buell Motorcycle Company” bis 2009 seine Maschinen unter dem Dach von Harley Davidson fertigte. Mit dem Neustart wollte Erik Buell eine Zeitenwende einläuten in der er sich nur noch auf Rennmotorräder und limitierte Straßenversionen dieser Maschinen spezialisiert. Die hier präsentierte 1190 RS ist eine dieser auf gerade einmal 100 Maschinen limitierten Kleinstserie. Die 175 PS auf gerade einmal 179 Kg Leergewicht können sich sehen lassen. Anders als dessen Vorgänger aus dem Hause Buell, lässt sich diese 1190 RS mit genauester Präzision navigieren. Nach dem Import aus den USA erhielt die EBR 1190 RS eine deutsche Straßenzulassung, wurde jedoch nie mehrere Kilometer gefahren und als Teil einer hochkarätigen Sammlung ausgestellt.
Die EBR 1190 RS Hero Race Track kann an Stand 6.216a in Halle 6 auf der InterClassics Brussels 2021 besichtigt werden.",verkauft für 24.900 €,9 Gebote,7 Kommentare,Originaler Neuwagenzustand,Die EBR 1190 RS wurde im April 2011 als eine der ersten dieser EBR Modelle in den USA gefertigt und danach im Fahrerlager des EBR Rennteams präsentiert. Seit dem Import in 2015 befindet sich die Maschine beim aktuellen Eigentümer in dessen Sammlung. Zu Ende Juni 2016 erfolgte die Vollabnahme und Erteilung der Betriebserlaubnis für den deutschen Straßenverkehr. Die EBR hat somit deutsche Papiere.
